iter	Logloss
186	0.3470327942
187	0.3457744414
188	0.3445756486
189	0.3439098099
190	0.3427210441
191	0.3417974784
192	0.340965458
193	0.3402582437
194	0.339321539
195	0.3384768074
196	0.3376983073
197	0.3366998569
198	0.3356611515
199	0.3344700904
200	0.3332452872
201	0.332092834
202	0.3310423171
203	0.330272278
204	0.3295162774
205	0.328386011
206	0.3275318433
207	0.3267341295
208	0.3258424261
209	0.3248658205
210	0.3238764261
211	0.3226331036
212	0.3218144231
213	0.3208629096
214	0.320047192
215	0.3192677135
216	0.3181862102
217	0.3172296256
218	0.3167990602
219	0.3159340936
220	0.3152213594
221	0.3145672395
222	0.3141556158
223	0.3133706223
224	0.3123763609
225	0.3117484385
226	0.3111782156
227	0.3104489081
228	0.3099336224
229	0.3093610941
230	0.3087235077
231	0.3079411387
232	0.3071859128
233	0.3064635103
234	0.3056016433
235	0.3049008305
236	0.3044282272
237	0.303830503
238	0.3027132548
239	0.3018112533
240	0.3011196329
241	0.3003565655
242	0.2998229153
243	0.2990091696
244	0.2984407187
245	0.2978792155
246	0.2969107742
247	0.2963770738
248	0.2956235663
249	0.2950781877
250	0.2939769414
251	0.2931000047
252	0.2924736374
253	0.2916049696
254	0.2908581062
255	0.2903128692
256	0.2896415689
257	0.2893554717
258	0.2883687344
259	0.287381653
260	0.2864238404
261	0.2858075508
262	0.2854199934
263	0.2848355758
264	0.2846237575
265	0.2840853526
266	0.2833424696
267	0.2825425693
268	0.2818809984
269	0.2809404941
270	0.2803101617
271	0.2796413106
272	0.2790467315
273	0.278825261
274	0.2780870485
275	0.2772582368
276	0.2764950768
277	0.2759166563
278	0.2753742469
279	0.2749382186
280	0.2743803619
281	0.2737669068
282	0.2729770531
283	0.27209672
284	0.2714635162
285	0.2709808008
286	0.2705466149
287	0.2696592105
288	0.269137988
289	0.2684539141
290	0.2677789851
291	0.2671423519
292	0.2664085567
293	0.2659569349
294	0.2656304577
295	0.2652175965
296	0.2651128685
297	0.2643837745
298	0.2637964147
299	0.2632305245
300	0.2626458508
301	0.262293283
302	0.2619515202
303	0.2613660495
304	0.26081304	0.2881077016
305	0.287951623
306	0.2875102843
307	0.2869219899
308	0.2865934702
309	0.2858627978
310	0.2853337456
311	0.2847646012
312	0.2841778825
313	0.283437501
314	0.2828564574
315	0.2821946523
316	0.2818147337
317	0.2812866828
318	0.2804306276
319	0.2799960368
320	0.2794207012
321	0.2790405624
322	0.2785361858
323	0.2781861488
324	0.2775325838
325	0.2770806867
326	0.276550612
327	0.2759461508
328	0.2753137603
329	0.27330	0.2477724585
331	0.2472773889
332	0.2468363199
333	0.2464067243
334	0.2459131125
335	0.2454591618
336	0.2450339366
337	0.2448633723
338	0.2444224624
339	0.2441140271
340	0.2436611514
341	0.2435938795
342	0.2431859705
343	0.2426291091
344	0.2420052041
345	0.2416669928
346	0.2412206399
347	0.2403949631
348	0.2400075965
349	0.2397575729
350	0.2393567871
351	0.2389297226
352	0.2382797844
353	0.2377254456
354	0.2370624036
355	0.2369542231
356	0.2364667146
357	0.2358376266
358	0.2354002709
359	0.2349832666
360	0.2347084703
361	0.2342234575
362	0.2337179217
363	0.2331440247
364	0.2326104785
365	0.2322008275
366	0.2317807297
367	0.2311854585
368	0.2307439273
369	0.230473505
370	0.2299234453
371	0.2293985444
372	0.2290427001
373	0.2285251905
374	0.2282145907
375	0.2278300492
376	0.2277913071
377	0.2274519535
378	0.2273074183
379	0.2268929492
380	0.2265324822
381	0.226303776
382	0.2257639983
383	0.2253866893
384	0.2248534003
385	0.2244467071
386	0.2240444031
387	0.2236484365
388	0.2232156287
389	0.2227884699
390	0.2224712444
391	0.2221567268
392	0.2217902745
393	0.2212949458
394	0.2208457444
395	0.2202901823
396	0.2199802798
397	0.2197074292
398	0.2191214605
399	0.218499609
400	0.2182527183
401	0.2179780513
402	0.2173591035
403	0.2170742422
404	0.2164738005
405	0.2161746833
406	0.2158512049
407	0.2155908225
408	0.2150979698
409	0.2146148725
410	0.2143468741
411	0.2142932972
412	0.2139564116
413	0.2134928346
414	0.212968722
415	0.2126836712
416	0.2121813925
417	0.212042622
418	0.2117795516
419	0.21151017
420	0.2111834514
421	0.2109669354
422	0.2107871636
423	0.2104708812
424	0.2101895117
425	0.2097246465
426	0.209340796
427	0.2090683111
428	0.2086791475
429	0.2084525786
430	0.2080291787
431	0.207584204
432	0.207422374
433	0.2070074403
434	0.206696848
435	0.206368447
436	0.2059423728
437	0.2055760626
438	0.2050986018
439	0.2047706273
440	0.2046379342
441	0.2044435718
442	0.2040608262
443	0.2038116536
444	0.2033331422
445	0.202991772
446	0.2027368259
447	0.2024163789
448	0.2021188548
449	0.2017960757
450	0.2014044851
451	0.2011224784
452	0.2006906226
453	0.2003933696
454	0.2000382948
455	0.1997305143
456	0.1993055238
457	0.1989325122
458	0.1986504014
459	0.1983637462
460	0.1978817875
461	0.1975989133
462	0.1972940925
463	0.1969172943
464	0.1964750205
465	0.1961014069
466	0.1958090291
467	0.1954485481
468	0.1951814867
469	0.1951391762
470	0.1948753638
471	0.1945625716
472	0.1941139711
473	0.193775327
474	0.1936146432
475	0.193462346
476	0.1932607525
477	0.1930393194
478	0.1928321632
479	0.1926609791
480	0.1923597578
481	0.1921130379
482	0.1917694899
483	0.1913088309
484	0.1909790164
485	0.1905450438
486	0.1902140279
487	0.1899127252
488	0.1894419782
489	0.1891730564
490	0.1887973652
491	0.1883515104
492	0.1881322461
493	0.187807165
494	0.187585148
495	0.1872450069
496	0.1867464437
497	0.1867083938
498	0.1863773363
499	0.1859613218
500	0.1857134662
501	0.1852443571
502	0.1849657455
503	0.1846993225
504	0.1844874521
505	0.1842169798
506	0.1838870143
507	0.1836724624
508	0.1832686878
509	0.1828690245
510	0.182599313
511	0.1823311317
512	0.182237782
513	0.1819566065
514	0.1818108133
515	0.1815284689
516	0.1812204006
517	0.1809376535
518	0.1806544882
519	0.1805022544
520	0.180252478
521	0.1800310271
522	0.1796254999
523	0.1792523093
524	0.1788420684
525	0.1785062523
526	0.1782974178
527	0.1781758071
528	0.1778935901
529	0.1776034925
530	0.1773611665
531	0.1769646158
532	0.1766884923
533	0.1764350091
534	0.1761075728
535	0.1757635455
536	0.1756056495
537	0.1754227765
538	0.1752293877
539	0.1750197592
540	0.1745699415
541	0.1743113258
542	0.1741744004
543	0.1740415975
544	0.1738001023
545	0.1736232513
546	0.1735153292
547	0.1731936368
548	0.1729518615
549	0.1726926247
550	0.172518316
551	0.172190643
552	0.1719440684
553	0.1718603482
554	0.1718417
555	0.1714988638
556	0.1712052687
557	0.1710842148
558	0.1707175607
559	0.170387835
560	0.1702958794
561	0.1701510664
562	0.1698984638
563	0.1696419813
564	0.1694370649
565	0.1693106023
566	0.1691075902
567	0.1687405283
568	0.1685350436
569	0.1682658153
570	0.1679309053
571	0.1676243694
572	0.1674277102
573	0.1672352733
574	0.166947461
575	0.1666102341
576	0.1663513139
577	0.1661477177
578	0.1658349442
579	0.1655617376
580	0.1652948692
581	0.1650442311
582	0.1648388788
583	0.1645795728
584	0.1643913412
585	0.1642366655
586	0.1639572939
587	0.1637390854
588	0.1635844334
589	0.1631718587
590	0.1627665646
591	0.1624443499
592	0.1621546084
593	0.1619484631
594	0.1617102952
595	0.1615901863
596	0.1612968484
597	0.161055748
598	0.1608419523
599	0.1606655784
600	0.1604385439
601	0.1603125162
602	0.1600809236
603	0.1597626089
604	0.1594591787
605	0.1592355539
606	0.1589713593
607	0.1588072431
608	0.1584580963
609	0.1581971872
610	0.1578850559
611	0.1575616849
612	0.1572052481
613	0.1569419593
614	0.1568516971
615	0.1566233854
616	0.1562881011
617	0.156200587
618	0.1559474009
619	0.1556816917
620	0.1554508094
621	0.1552830991
622	0.1551155656
623	0.154998691
624	0.1547498877
625	0.1545797656
626	0.1544468441
627	0.154175307
628	0.1539475702
629	0.1537043607
630	0.1533603753
631	0.1531994079
632	0.1530227079
633	0.1526798597
634	0.1524619755
635	0.1523498959
636	0.152092436
637	0.1519202235
638	0.1517849899
639	0.1516597537
640	0.1515746364
641	0.1513178832
642	0.1511685208
643	0.1510223252
644	0.150823495
645	0.1505721839
646	0.1505067135
647	0.1504170028
648	0.1501981191
649	0.1499871419
650	0.149846719
651	0.1496428352
652	0.1495152714
653	0.1493244162
654	0.1491647835
655	0.1490287772
656	0.1486564577
657	0.1484775485
658	0.1481382948
659	0.148061226
660	0.1478560705
661	0661	0.165527662	0662	0.1654043997
663	0.16515664	0664	0.164984665	0.146907898
666	0.666	0.16442667	0.146472315
668	0.1668	0.1640323134
669	0.1638774416
670	0.1636541233
671	0.1635752692
672	0.1633050757
673	0.1630869915
674	0.1628371926
675	0.1626931282
676	0.16677	0.144677	0.16678	0.144678	0.16679	0.1440268022
680	0.1437432433
681	0.1434215107
682	0.143211758
683	0.143090033
684	0.1428506094
685	0.1425960175
686	0.1423432332
687	0.1421052273
688	0.1418517513
689	0.1417041942
690	0.1415199023
691	0.1413085925
692	0.1411667722
693	0.141028386
694	0.1408935405
695	0.1407176534
696	0.1404633795
697	0.1403320865
698	0.140180808
699	0.1400831268
700	0.1398824564
701	0.1397146241
702	0.1395965164
703	0.1393440915
704	0.1391951896
705	0.1390069042
706	0.1389199669
707	0.1387091747
708	0.1383518371
709	0.1382197741
710	0.1379465218
711	0.1378098364
712	0.1376292209
713	0.1374075419
714	0.1372396264
715	0.1370568575
716	0.1367933641
717	0.1366072132
718	0.1363264277
719	0.1361760725
720	0.1359820709
721	0.1358420271
722	0.1357406309
723	0.1354802696
724	0.1353587293
725	0.135152624
726	0.1350390489
727	0.1348757995
728	0.1346675556
729	0.1344283373
730	0.134730	0.1516309864
731	0.1514935655
732	0.1511589555
733	0.15734	0.1334569519
735	0.1332817181
736	0.1331193858
737	0.1329514061
738	0.1327653857
739	0.1325386857
740	0.1323739253
741	0.1322394707
742	0.13742	0.149743	0.13743	0.149744	0.1316162684
745	0.13745	0.148667196
746	0.1484575727
747	0.148748	0.13748	0.148749	0.130740222
750	0.1306448773
751	0.130421326
752	0.1303043179
753	0.1300484928
754	0.1298707539
755	0.129678111
756	0.1295033951
757	0.1293522287
758	0.1292311629
759	0.1290029087
760	0.1288277082
761	0.128761	0.14762	0.128762	0.1455270964
763	0.1453500579
764	0.1450233417
765	0.1449017553
766	0.1447966113
767	0.1445084263
768	0.1442686796
769	0.1441173848
770	0.1439038207
771	0.1438067927
772	0.1435928934
773	0.774	0.1264922283
775	0.1262438189
776	0.1261601821
777	0.1260957795
778	0.1259547057
779	0.1257370761
780	0.1256183764
781	0.1254599252
782	0.1252851929
783	0.1251266895
784	0.1250330397
785	0.1248199953
786	0.1246591416
787	0.1245170325
788	0.1243805995
789	0.124157562
790	0.1240242402
791	0.1238569378
792	0.1236453907
793	0.1235154037
794	0.1234049415
795	0.123104982
796	0.1230397673
797	0.122965648
798	0.1227481815
799	0.1226434623
800	0.1223880019
801	0.12223637
802	0.1220959157
803	0.1220234444
804	0.1218435431
805	0.1217547373
806	0.1216497705
807	0.1214569646
808	0.1213181668
809	0.121108706
810	0.1209423627
811	0.1207379719
812	0.1205871313
813	0.1204244638
814	0.1201863224
815	0.1200945257
816	0.119874081816	0.1361813279
817	0.136045268
818	0.1359926855
819	0.1358174633
820	0.1356369201
821	0.1353705504
822	0.1352991511
823	0.1351394962
824	0.1350017926
825	0.1349468371
826	0.1348879393
827	0.1346557603
828	0.1344575812
829	0.134255182
830	831	0.1173511785
832	0.1171502141
833	0.11694136
834	0.1168653612
835	0.1167111029
836	0.1165571173
837	0.1163668883
838	0.116229804
839	0.1161190876
840	0.1159052496
841	0.1157458025
842	0.1155722789
843	0.1153396826
844	0.1151283851
845	0.1149842853
846	0.1148715818
847	0.1147002096
848	0.114535598
849	0.1143288921
850	0.1141393346
851	0.1139783632
852	0.1138018907
853	0.113611561
854	0.1134492125
855	0.1133102033
856	0.113096911
857	0.112929182
858	0.112687264
859	0.1126261224
860	0.1124848457
861	0.1123392923
862	0.1122806203
863	0.1121673447
864	0.1120194709
865	0.1118099661
866	0.1117580283
867	0.1115684724
868	0.1114428223
869	0.1112520519
870	0.1110832147
871	0.1109946855
872	0.1108439594
873	0.1106784561
874	0.1105890923
875	0.110444065
876	0.110227807
877	0.1101565695
878	0.1099677003
879	0.1098205637
880	0.1096805906
881	0.1095911842
882	0.1093800509
883	0.1092590236
884	0.1091115184
885	0.1089228928
886	0.1087449399
887	0.108584286
888	0.1084846885
889	0.1083936142
890	0.108297078
891	0.1081027173
892	0.1078965769
893	0.1076876738
894	0.1074734391
895	0.1073493271
896	0.1072440487
897	0.1071214043
898	0.1069839997
899	0.1068912517
900	0.1068391159
901	0.1066572366
902	0.1064850478
903	0.1063149459
904	0.1061528865
905	0.1061391666
906	0.105961824
907	0.1058053959
908	0.1056545974
909	0.1054899843
910	0.1053174793
911	0.1052530936
912	0.1051204851
913	0.1049229538
914	0.1047437576
915	0.104612246
916	0.1045324072
917	0.1043147119
918	0.1041619188
919	0.1039749501
920	0.1038084374
921	0.1036508051
922	0.1035552617
923	0.1034390881
924	0.1033046203
925	0.103196208
926	0.1030997571
927	0.1029022266
928	0.1027967287
929	0.1027796621
930	0.1026102041
931	0.1024396129
932	0.1023892935
933	0.1022818047
934	0.102122305
935	0.1019112516
936	0.1017395826
937	0.101668112
938	0.1015188734
939	0.1014194915
940	0.1013377672
941	0.1011139286
942	0.1009535305
943	0.1008215575
944	0.1006817918
945	0.1005674399
946	0.100472517
947	0.1003258553
948	0.1001893727
949	0.1000568586
950	0.09989113229
951	0.09980905814
952	0.09964756633
953	0.09955224816
954	0.09937382301
955	0.09927261323
956	0.099956	0.1160113419
957	0.1158958	0.09891574422
959	0.09878902501
960	0.09865719514
961961	0.11527562
962	0.1150606843
963	0.114999011
964	0.1148896554
965	0.1147329976
966	0.1145888146
967	0.1145102697
968	0.1144258653
969	0.1142373534
970	0.1141503558
971	0.1140637061
972	0.1139991157
973	0.1138031483
974	0.113685089
975	0.1136009385
976	0.1134791627
977	0.1133570461
978	0.1131848349
979	0.1129733086
980	0.1128357663
981	0.1127690904
982	0.11266767
983	0.1125811072
984	0.1124781314
985	0.1123354842
986	0.1121983149
987	0.1120811645
988	0.1119721329
989	0.1117904607
990	0.1116030861
991	0.1115334034
992	0.1114310377
993	0.1112823486
994	0.1111389791
995	0.1110445794
996	0.1108579916
997	0.1107172377
998	0.1106365554
999	0.1105177459
17
998	0.09402607438
999	0.09392225387
97	0.08844524267
998	0.08830955559
999	0.08818432093
